full_name,dom_pos,birthdate,height,bodyWeight,points_acum,numMinutes_acum,reboundsTotal_acum,blocks_acum,assists_acum,steals_acum,threePointersMade_acum,fieldGoalsMade_acum,freeThrowsMade_acum,age,reb36Min,blk36Min,ast36Min,stl36Min,pts_from_2_36Min,pts_from_3_36Min
Karl Malone,F,1963-07-24,81.0,259.0,41689.0,62437.0,17030.0,1278.0,5858.0,2343.0,91.0,15271.0,11056.0,62.247775496235455,9.819177731153003,0.7368707657318576,3.377612633534603,1.3509297371750724,17.505005045085447,0.1574066659192466
Moses Malone,C,1955-03-23,82.0,215.0,29482.0,47982.0,17495.0,1764.0,1928.0,1070.0,9.0,10184.0,9105.0,70.5845311430527,13.126172314617982,1.3234963111166687,1.4465424534200326,0.8028010503938977,15.268225584594223,0.02025759659872452
Steve Malovic,F,1956-07-21,82.0,230.0,80.0,445.0,86.0,5.0,26.0,6.0,0.0,31.0,18.0,69.2539356605065,6.9573033707865175,0.4044943820224719,2.103370786516854,0.4853932584269663,5.015730337078652,0.0
Ted Manakas,G,1951-02-22,74.0,180.0,12.0,35.0,3.0,0.0,2.0,0.0,0.0,4.0,4.0,74.66392881587953,3.085714285714286,0.0,2.057142857142857,0.0,8.228571428571428,0.0
Karim Mane,G,2000-05-16,75.0,190.0,11.0,90.0,16.0,2.0,4.0,1.0,1.0,3.0,4.0,25.43463381245722,6.4,0.8,1.6,0.4,1.6,1.2
Tre Mann,G,2001-02-03,75.0,178.0,2053.0,4421.33,608.0,38.0,505.0,165.0,302.0,776.0,199.0,24.71457905544148,4.950546554995895,0.3094091596872434,4.111884885317314,1.3434871407472413,7.718944299565968,7.376965754648488
Danny Manning,F,1966-05-17,82.0,234.0,12995.0,25180.0,4817.0,783.0,2143.0,1042.0,44.0,5273.0,2405.0,59.43326488706366,6.8868943606036535,1.1194598888006355,3.0638602065131058,1.4897537728355839,14.951866560762511,0.1887212073073868
Ed Manning,F,1944-01-02,79.0,210.0,1442.0,3703.0,1248.0,0.0,196.0,0.0,0.0,615.0,212.0,81.80424366872005,12.132865244396436,0.0,1.9054820415879017,0.0,11.957871995679179,0.0
Richard Manning,C,1970-06-23,83.0,245.0,191.0,518.0,98.0,9.0,11.0,7.0,2.0,83.0,23.0,55.331964407939765,6.810810810810811,0.6254826254826255,0.7644787644787645,0.4864864864864865,11.258687258687258,0.416988416988417
Nico Mannion,G,2001-03-14,74.0,190.0,127.0,375.0,49.0,1.0,78.0,18.0,22.0,41.0,23.0,24.607802874743328,4.704,0.096,7.4879999999999995,1.728,3.6479999999999997,6.335999999999999
Pace Mannion,G,1960-09-22,79.0,190.0,678.0,2166.0,266.0,24.0,235.0,108.0,16.0,261.0,140.0,65.08145106091717,4.421052631578947,0.3988919667590028,3.9058171745152355,1.7950138504155126,8.14404432132964,0.7977839335180056
Nick Mantis,G,1935-12-07,75.0,190.0,236.0,192.0,48.0,0.0,25.0,0.0,0.0,104.0,28.0,89.8754277891855,9.0,0.0,4.6875,0.0,39.0,0.0
Devyn Marble,F,1992-09-21,78.0,200.0,188.0,621.0,92.0,4.0,47.0,31.0,24.0,67.0,30.0,33.08418891170431,5.333333333333333,0.2318840579710145,2.7246376811594204,1.7971014492753623,4.9855072463768115,4.173913043478261
Roy Marble,G,1966-12-13,78.0,190.0,55.0,194.0,32.0,3.0,12.0,7.0,0.0,18.0,19.0,58.85831622176591,5.938144329896907,0.5567010309278351,2.2268041237113403,1.2989690721649483,6.680412371134021,0.0
Stephon Marbury,G,1977-02-20,74.0,205.0,16943.0,32972.0,2646.0,124.0,6706.0,1068.0,1032.0,5993.0,3925.0,48.668035592060235,2.8889967244935093,0.1353876016013587,7.321848841441223,1.1660803105665414,10.833191799102268,3.380322698046828
Sarunas Marciulionis,G,1964-06-13,77.0,200.0,4857.0,8539.0,854.0,33.0,866.0,483.0,131.0,1643.0,1440.0,61.35797399041752,3.6004215950345473,0.1391263614006324,3.6510129991802316,2.0363040168638014,12.749033844712494,1.6568684857711675
Shawn Marion,G,1978-05-07,79.0,228.0,19945.0,44741.0,11452.0,1402.0,2427.0,1952.0,888.0,8206.0,2645.0,47.460643394934976,9.21463534565611,1.1280928007867506,1.952839677253526,1.5706399052323374,11.77658076484656,2.143537247714624
Boban Marjanovic,C,1988-08-15,88.0,290.0,2243.0,3384.0,1461.0,121.0,195.0,73.0,14.0,853.0,523.0,37.1854893908282,15.542553191489363,1.2872340425531916,2.074468085106383,0.776595744680851,17.851063829787236,0.4468085106382979
Damir Markota,F,1985-12-26,82.0,225.0,85.0,259.0,46.0,1.0,12.0,4.0,9.0,32.0,12.0,39.82203969883641,6.393822393822394,0.138996138996139,1.667953667953668,0.555984555984556,6.393822393822394,3.752895752895753
Sean Marks,F,1975-08-23,82.0,250.0,784.0,2631.0,622.0,111.0,62.0,44.0,6.0,314.0,150.0,50.16563997262149,8.510832383124288,1.5188141391106043,0.8483466362599772,0.6020524515393387,8.42873432155074,0.24629418472063855
Harvey Marlatt,G,1948-08-26,75.0,185.0,224.0,618.0,74.0,0.0,86.0,0.0,0.0,87.0,50.0,77.15537303216975,4.310679611650485,0.0,5.009708737864078,0.0,10.135922330097086,0.0
Eric Marsh,G,1954-03-10,75.0,200.0,269.0,851.0,75.0,18.0,89.0,29.0,0.0,123.0,23.0,71.61943874058863,3.172737955346651,0.7614571092831963,3.764982373678026,1.226792009400705,10.406580493537016,0.0
Jim Marsh,F,1946-04-26,79.0,215.0,119.0,375.0,84.0,0.0,30.0,0.0,0.0,39.0,41.0,79.49075975359342,8.064,0.0,2.88,0.0,7.4879999999999995,0.0
Donny Marshall,F,1972-07-17,79.0,230.0,296.0,893.0,121.0,5.0,36.0,37.0,42.0,88.0,78.0,53.26488706365503,4.877939529675252,0.20156774916013437,1.4512877939529676,1.4916013437849944,3.7088465845464724,5.079507278835386
Donyell Marshall,F,1973-05-18,81.0,245.0,11236.0,25929.0,6713.0,888.0,1371.0,839.0,972.0,4286.0,1692.0,52.42984257357974,9.320374869836861,1.2329052412356822,1.9035057271780633,1.1648733078792086,9.202360291565428,4.048594238111767
Kendall Marshall,G,1991-08-19,76.0,200.0,850.0,3259.0,275.0,12.0,833.0,114.0,138.0,331.0,50.0,34.17659137577002,3.0377416385394294,0.13255599877262964,9.201595581466709,1.2592819883399815,4.263884627186253,4.573181957655723
Naji Marshall,F,1998-01-24,79.0,220.0,3089.0,7328.36,1328.0,65.0,774.0,280.0,266.0,1128.0,567.0,27.742642026009584,6.5236969799518585,0.3193074576030654,3.802214956688809,1.3754782789055122,8.469016260118227,3.92011309488071
Rawle Marshall,G,1982-02-20,79.0,190.0,248.0,784.0,80.0,20.0,34.0,29.0,6.0,78.0,86.0,43.66872005475702,3.673469387755102,0.9183673469387755,1.5612244897959184,1.3316326530612246,6.612244897959184,0.826530612244898
Tom Marshall,F,1931-01-06,76.0,215.0,973.0,357.0,120.0,0.0,23.0,0.0,0.0,359.0,255.0,94.79260780287474,12.100840336134455,0.0,2.3193277310924367,0.0,72.40336134453781,0.0
Vester Marshall,F,1948-12-22,79.0,200.0,17.0,174.0,37.0,3.0,4.0,1.0,0.0,7.0,3.0,76.83230663928816,7.655172413793103,0.6206896551724138,0.8275862068965517,0.20689655172413793,2.896551724137931,0.0
Bill Martin,F,1962-08-16,79.0,205.0,397.0,860.0,136.0,9.0,58.0,30.0,0.0,168.0,61.0,63.18412046543463,5.693023255813953,0.3767441860465116,2.427906976744186,1.255813953488372,14.065116279069768,0.0
Bob Martin,C,1969-10-07,84.0,250.0,113.0,549.0,119.0,34.0,18.0,8.0,0.0,41.0,31.0,56.04106776180698,7.803278688524591,2.2295081967213117,1.180327868852459,0.5245901639344263,5.3770491803278695,0.0
Brian Martin,F,1962-08-18,81.0,212.0,6.0,21.0,4.0,1.0,0.0,0.0,0.0,3.0,0.0,63.17864476386037,6.857142857142857,1.7142857142857142,0.0,0.0,10.285714285714285,0.0
Caleb Martin,F,1995-09-28,77.0,205.0,3236.0,9097.34,1491.0,160.0,611.0,315.0,405.0,1198.0,435.0,30.067077344284737,5.900186208276265,0.6331521081986602,2.417849613183634,1.2465182130161123,6.27612027251922,4.807998821633576
Cuonzo Martin,G,1971-09-23,77.0,213.0,9.0,30.0,3.0,0.0,3.0,1.0,3.0,3.0,0.0,54.0807665982204,3.6,0.0,3.6,1.2,0.0,10.799999999999999
Darrick Martin,G,1971-03-06,71.0,170.0,3648.0,9334.0,623.0,23.0,1535.0,350.0,366.0,1224.0,834.0,54.63107460643395,2.4028283694021857,0.08870794943218342,5.920291407756588,1.3499035783158346,6.618384401114206,4.234840368545104
Fernando Martin,C,1962-03-25,81.0,220.0,22.0,147.0,28.0,1.0,9.0,7.0,0.0,9.0,4.0,63.578370978781656,6.857142857142857,0.24489795918367346,2.204081632653061,1.7142857142857142,4.408163265306122,0.0
Jarell Martin,F,1994-05-24,82.0,239.0,1112.0,3101.0,712.0,81.0,126.0,78.0,72.0,417.0,206.0,31.41409993155373,8.265720735246694,0.9403418252176716,1.4627539503386005,0.9055143502096098,8.010319251854241,2.507578200580458
Jeff Martin,G,1967-01-14,77.0,195.0,956.0,2685.0,290.0,47.0,109.0,78.0,29.0,384.0,159.0,58.770704996577685,3.888268156424581,0.6301675977653631,1.4614525139664805,1.0458100558659218,9.519553072625698,1.1664804469273744
Jeremiah Martin,G,1996-06-19,74.0,185.0,109.0,224.0,24.0,7.0,30.0,14.0,11.0,42.0,14.0,29.34154688569473,3.8571428571428568,1.125,4.821428571428571,2.25,9.964285714285715,5.303571428571429
Kelan Martin,F,1995-08-03,77.0,230.0,608.0,1380.0,253.0,30.0,70.0,33.0,83.0,236.0,53.0,30.220396988364133,6.6,0.7826086956521738,1.8260869565217392,0.8608695652173913,7.982608695652174,6.495652173913044
Kenyon Martin,F,1977-12-30,81.0,225.0,11089.0,26872.0,6075.0,1027.0,1673.0,1044.0,73.0,4580.0,1856.0,47.81108829568789,8.138582911580828,1.375855909496874,2.2412920512057157,1.3986305448050014,12.075915451027091,0.2933908901458767
Kevin Martin,G,1983-02-01,79.0,199.0,13625.0,23226.0,2518.0,86.0,1471.0,716.0,1251.0,4227.0,3920.0,42.72142368240931,3.902867476104366,0.13329888917592353,2.280030999741669,1.1097907517437353,9.225523120640661,5.817101524153966
Larue Martin,C,1950-03-26,83.0,208.0,1430.0,3794.0,1258.0,98.0,206.0,47.0,0.0,591.0,248.0,75.57563312799452,11.936742224565103,0.929889298892989,1.9546652609383237,0.4459673168160253,11.215603584607276,0.0
Mo Martin,G,1964-07-02,78.0,200.0,242.0,485.0,75.0,11.0,58.0,19.0,4.0,87.0,64.0,61.30595482546201,5.56701030927835,0.8164948453608247,4.3051546391752575,1.4103092783505153,12.321649484536083,0.890721649484536
Slater Martin,G,1925-10-22,70.0,170.0,7547.0,4029.0,639.0,0.0,646.0,0.0,0.0,2661.0,2225.0,100.0,5.7096053611317945,0.0,5.772151898734178,0.0,47.55323901712584,0.0
Kenyon Martin Jr.,F,2001-01-06,79.0,215.0,2802.0,6891.26,1327.0,152.0,402.0,159.0,196.0,1122.0,362.0,24.791238877481177,6.932259122424637,0.7940492740079463,2.1000513694157528,0.8306173326793648,9.67486352278103,3.0717169283991606
Jamal Mashburn,F,1972-11-29,80.0,247.0,12426.0,24389.0,3513.0,118.0,2579.0,681.0,825.0,4554.0,2493.0,52.8952772073922,5.185452458075361,0.17417688302103407,3.806798146705482,1.0052072655705442,11.00856943704129,3.653286317602198
Al Masino,G,1928-02-05,70.0,174.0,402.0,198.0,16.0,0.0,16.0,0.0,0.0,132.0,138.0,97.71115674195757,2.909090909090909,0.0,2.909090909090909,0.0,48.0,0.0
Anthony Mason,F,1966-12-14,80.0,255.0,10565.0,33450.0,7915.0,272.0,3177.0,702.0,2.0,3916.0,2731.0,58.85557837097878,8.518385650224214,0.29273542600896857,3.4191928251121073,0.7555156950672646,8.4247533632287,0.006457399103139013
Desmond Mason,G,1977-10-11,77.0,222.0,8277.0,20662.0,3057.0,241.0,1110.0,468.0,67.0,3111.0,1988.0,48.030116358658454,5.326299486980932,0.41990126802826444,1.933985093408189,0.815409931274804,10.607298422224375,0.35020811150905046
Frank Mason III,G,1994-04-03,71.0,190.0,825.0,1800.0,239.0,15.0,322.0,63.0,64.0,287.0,187.0,31.55373032169747,4.779999999999999,0.3,6.4399999999999995,1.2600000000000002,8.92,3.8400000000000003
Tony Massenburg,F,1967-07-31,81.0,250.0,4309.0,12176.0,3016.0,332.0,269.0,263.0,1.0,1666.0,976.0,58.22861054072553,8.917214191852825,0.9816031537450722,0.7953350854139289,0.7775952693823917,9.845597897503286,0.008869908015768724
Eddie Mast,F,1948-10-03,81.0,220.0,306.0,868.0,261.0,0.0,50.0,0.0,0.0,125.0,56.0,77.05133470225873,10.824884792626728,0.0,2.0737327188940093,0.0,10.368663594470044,0.0
Yante Maten,F,1996-08-14,80.0,240.0,23.0,56.0,14.0,3.0,0.0,1.0,2.0,8.0,5.0,29.188227241615333,9.0,1.9285714285714284,0.0,0.6428571428571428,7.7142857142857135,3.8571428571428568
Mangok Mathiang,F,1992-10-08,82.0,230.0,16.0,35.0,23.0,1.0,0.0,1.0,0.0,8.0,0.0,33.03764544832307,23.65714285714286,1.0285714285714285,0.0,1.0285714285714285,16.457142857142856,0.0
Dakota Mathias,G,1995-07-11,76.0,200.0,63.0,171.0,13.0,4.0,16.0,3.0,12.0,23.0,5.0,30.28336755646817,2.7368421052631575,0.8421052631578947,3.3684210526315788,0.631578947368421,4.631578947368421,7.578947368421052
Wes Matthews,G,1959-08-24,73.0,170.0,3835.0,9666.0,644.0,77.0,2018.0,349.0,37.0,1535.0,728.0,66.16290212183436,2.398510242085661,0.28677839851024206,7.515828677839851,1.2998137802607075,11.15828677839851,0.4134078212290503
Wesley Matthews,G,1986-10-14,77.0,220.0,12363.0,31316.0,3103.0,232.0,2013.0,1034.0,2018.0,4200.0,1945.0,39.02258726899384,3.5671222378336953,0.26670072806233236,2.3140886447822195,1.188657555243326,5.016732660620769,6.959509515902414
Marlon Maxey,F,1969-02-19,80.0,250.0,479.0,1146.0,363.0,51.0,22.0,27.0,0.0,182.0,115.0,56.67077344284736,11.403141361256544,1.6020942408376964,0.6910994764397906,0.8481675392670157,11.43455497382199,0.0
Jason Maxiell,F,1983-02-18,79.0,260.0,4138.0,12920.0,2999.0,583.0,316.0,281.0,0.0,1644.0,850.0,42.67488021902806,8.356346749226006,1.6244582043343652,0.8804953560371517,0.7829721362229102,9.161609907120743,0.0
Cedric Maxwell,F,1955-11-21,80.0,205.0,11577.0,26495.0,5812.0,366.0,2056.0,531.0,1.0,3806.0,3964.0,69.91923340177961,7.897037176825816,0.4973013776184185,2.7935836950367996,0.721494621626722,10.34006416304963,0.004076240800150972
Vernon Maxwell,G,1965-09-12,76.0,190.0,11554.0,25838.0,2343.0,157.0,3077.0,1019.0,1340.0,4172.0,1870.0,60.10951403148528,3.264494155894419,0.2187475810821271,4.2871739298707325,1.4197693319916402,7.8916324792940635,5.601052713058286
Don May,F,1946-01-03,76.0,200.0,3380.0,5931.0,1260.0,3.0,375.0,3.0,0.0,1365.0,650.0,79.80013689253936,7.647951441578148,0.018209408194233688,2.276176024279211,0.018209408194233688,16.570561456752657,0.0
Scott May,F,1954-03-19,78.0,215.0,3739.0,7562.0,1472.0,31.0,562.0,182.0,0.0,1446.0,847.0,71.59479808350444,7.00766992859032,0.1475800052896059,2.675482676540598,0.8664374504099445,13.767786299920656,0.0
Sean May,F,1984-04-04,81.0,266.0,1018.0,2252.0,595.0,55.0,136.0,65.0,4.0,398.0,218.0,41.549623545516766,9.511545293072825,0.8792184724689166,2.1740674955595027,1.039076376554174,12.596802841918295,0.19182948490230906
Clyde Mayes,F,1953-03-17,80.0,225.0,302.0,1029.0,277.0,40.0,41.0,15.0,0.0,120.0,62.0,72.59958932238193,9.690962099125365,1.3994169096209912,1.434402332361516,0.5247813411078717,8.396501457725947,0.0
Bill Mayfield,F,1957-10-17,79.0,205.0,17.0,54.0,9.0,1.0,1.0,0.0,0.0,8.0,1.0,68.01368925393567,6.0,0.6666666666666666,0.6666666666666666,0.0,10.666666666666666,0.0
Eric Maynor,G,1987-06-11,75.0,175.0,1432.0,4611.0,431.0,23.0,912.0,153.0,138.0,540.0,214.0,38.365503080082135,3.364996746909564,0.17957059206245934,7.120364346128822,1.1945348080676643,6.277163305139883,3.232270657124268
O.J. Mayo,G,1987-11-05,77.0,210.0,8381.0,18504.0,1926.0,154.0,1811.0,633.0,956.0,3088.0,1249.0,37.96303901437371,3.747081712062257,0.29961089494163423,3.5233463035019454,1.2315175097276265,8.295719844357976,5.57976653696498
Travis Mays,G,1968-06-19,74.0,190.0,1277.0,2984.0,234.0,14.0,326.0,102.0,104.0,431.0,311.0,57.34154688569473,2.8230563002680964,0.16890080428954424,3.932975871313673,1.2305630026809653,7.890080428954424,3.7640750670241285
Luc Mbah a Moute,F,1986-09-09,80.0,230.0,4823.0,17359.0,3084.0,281.0,645.0,677.0,227.0,1842.0,912.0,39.11841204654346,6.395760124431131,0.5827524626994642,1.337634656374215,1.4039979261478195,6.698542542773201,1.4122933348695201
DJ Mbenga,C,1980-12-30,84.0,255.0,571.0,2007.0,490.0,186.0,55.0,49.0,0.0,244.0,83.0,44.8104038329911,8.789237668161435,3.336322869955157,0.9865470852017937,0.8789237668161435,8.753363228699552,0.0
Bob McAdoo,C,1951-09-25,81.0,210.0,20503.0,27030.0,8500.0,677.0,1968.0,433.0,5.0,8118.0,4262.0,74.07529089664614,11.320754716981131,0.9016648168701443,2.621087680355161,0.5766925638179801,21.610654827968922,0.01997780244173141
James Michael McAdoo,F,1993-01-04,81.0,230.0,457.0,1152.0,276.0,66.0,49.0,52.0,8.0,177.0,95.0,32.79671457905544,8.625,2.0625,1.53125,1.625,10.5625,0.75
Ken McBride,F,1905-04-14,75.0,190.0,117.0,56.0,6.0,0.0,6.0,0.0,0.0,48.0,21.0,120.52292950034223,3.8571428571428568,0.0,3.8571428571428568,0.0,61.71428571428571,0.0
Ray McCallum,G,1991-06-12,75.0,190.0,994.0,2975.0,331.0,31.0,399.0,91.0,77.0,403.0,111.0,34.362765229295,4.005378151260504,0.3751260504201681,4.828235294117647,1.1011764705882354,7.889747899159664,2.795294117647059
Bob McCann,F,1964-04-22,78.0,244.0,745.0,2398.0,472.0,80.0,104.0,79.0,1.0,299.0,146.0,61.50034223134839,7.085904920767306,1.201000834028357,1.5613010842368642,1.1859883236030024,8.94745621351126,0.045037531276063386
Brendan McCann,G,1935-07-05,74.0,178.0,74.0,44.0,21.0,0.0,20.0,0.0,0.0,23.0,28.0,90.29979466119096,17.181818181818183,0.0,16.363636363636363,0.0,37.63636363636363,0.0
Mel McCants,F,1967-08-19,80.0,240.0,22.0,70.0,6.0,1.0,2.0,3.0,0.0,8.0,6.0,58.17659137577002,3.085714285714286,0.5142857142857142,1.0285714285714285,1.542857142857143,8.228571428571428,0.0
Rashad McCants,G,1984-09-25,76.0,215.0,2722.0,5351.0,552.0,66.0,364.0,201.0,313.0,1004.0,401.0,41.073237508555785,3.7136983741356753,0.4440291534292656,2.4488880583068586,1.3522706036254908,9.297701364230985,6.317323864698188
Andre McCarter,G,1953-08-25,75.0,190.0,392.0,1197.0,95.0,0.0,172.0,29.0,2.0,170.0,50.0,72.15879534565366,2.8571428571428568,0.0,5.172932330827067,0.8721804511278195,10.105263157894736,0.18045112781954886
Willie McCarter,G,1946-07-26,75.0,175.0,1152.0,2941.0,276.0,0.0,321.0,0.0,0.0,512.0,128.0,79.24161533196441,3.3784427065623936,0.0,3.929275756545393,0.0,12.534512070724244,0.0
Kelly McCarty,G,1975-08-24,79.0,200.0,4.0,4.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,50.16290212183436,27.0,0.0,0.0,0.0,36.0,0.0
Walter McCarty,F,1974-02-01,82.0,245.0,3293.0,10937.0,1682.0,184.0,720.0,405.0,497.0,1181.0,434.0,51.72073921971253,5.536435951357776,0.6056505440248697,2.3699369114016644,1.333089512663436,4.5028801316631615,4.907744354027613
Amal McCaskill,C,1973-10-28,83.0,235.0,219.0,922.0,225.0,37.0,37.0,25.0,0.0,87.0,45.0,51.983572895277206,8.785249457700651,1.4446854663774404,1.4446854663774404,0.9761388286334056,6.793926247288503,0.0
Patrick McCaw,G,1995-10-25,79.0,181.0,921.0,3769.0,382.0,36.0,314.0,166.0,113.0,346.0,116.0,29.99315537303217,3.648713186521624,0.34385778721146193,2.9992040328999736,1.5855664632528523,4.451048023348368,3.237994162907933
Dwayne McClain,G,1963-02-07,78.0,185.0,157.0,461.0,29.0,4.0,67.0,36.0,1.0,69.0,18.0,62.704996577686515,2.2646420824295013,0.3123644251626898,5.2321041214750545,2.811279826464208,10.620390455531453,0.23427331887201736
"Ted, Hound Dog McClain",G,1947-08-30,73.0,180.0,1151.0,3745.0,448.0,20.0,579.0,167.0,0.0,467.0,217.0,78.14647501711157,4.3065420560747665,0.19225634178905207,5.5658210947930575,1.6053404539385847,8.978371161548731,0.0
Dan McClintock,C,1977-04-19,84.0,270.0,18.0,56.0,17.0,2.0,1.0,0.0,0.0,9.0,0.0,48.50924024640657,10.928571428571427,1.2857142857142856,0.6428571428571428,0.0,11.571428571428573,0.0
Jack McCloskey,G,1925-09-19,74.0,190.0,6.0,16.0,3.0,0.0,1.0,0.0,0.0,3.0,0.0,100.09034907597535,6.75,0.0,2.25,0.0,13.5,0.0
George McCloud,F,1967-05-27,80.0,230.0,7068.0,17574.0,2388.0,193.0,1799.0,605.0,946.0,2518.0,1086.0,58.40657084188912,4.891771935814272,0.39535677705701605,3.6852167975418233,1.2393308296346874,6.440423352680096,5.813588255377262
John McConathy,F,1930-04-09,77.0,195.0,12.0,8.0,0.0,0.0,1.0,0.0,0.0,3.0,6.0,95.53730321697468,0.0,0.0,4.5,0.0,27.0,0.0
Tim McCormick,C,1962-03-10,83.0,240.0,4089.0,10611.0,2422.0,191.0,497.0,144.0,1.0,1569.0,950.0,63.619438740588635,8.21713316369805,0.6480067854113656,1.6861747243426635,0.48854961832061067,10.63952502120441,0.010178117048346055
Jelani McCoy,F,1977-12-06,82.0,245.0,1250.0,3837.0,967.0,202.0,140.0,80.0,0.0,531.0,188.0,47.87679671457906,9.072713057075841,1.895230648944488,1.313526192337764,0.7505863956215794,9.964034401876466,0.0
Paul McCracken,G,1950-09-11,76.0,180.0,160.0,279.0,56.0,0.0,28.0,5.0,0.0,63.0,34.0,75.1129363449692,7.225806451612904,0.0,3.612903225806452,0.6451612903225806,16.258064516129032,0.0
Chris McCray,G,1984-05-27,77.0,192.0,29.0,165.0,14.0,2.0,7.0,5.0,2.0,11.0,5.0,41.40451745379877,3.0545454545454547,0.43636363636363634,1.5272727272727273,1.0909090909090908,3.9272727272727272,1.309090909090909
Scooter McCray,F,1960-02-08,81.0,215.0,232.0,930.0,196.0,26.0,77.0,22.0,0.0,87.0,58.0,65.70294318959617,7.587096774193548,1.006451612903226,2.9806451612903224,0.8516129032258064,6.735483870967742,0.0
Erik McCree,F,1993-12-20,80.0,225.0,6.0,26.0,4.0,0.0,1.0,2.0,0.0,3.0,0.0,31.838466803559207,5.538461538461538,0.0,1.3846153846153846,2.769230769230769,8.307692307692308,0.0
Chris McCullough,F,1995-02-05,81.0,215.0,228.0,596.0,136.0,19.0,16.0,32.0,17.0,90.0,31.0,30.71047227926078,8.21476510067114,1.1476510067114094,0.9664429530201342,1.9328859060402683,8.818791946308725,3.0805369127516777
John McCullough,G,1956-10-05,76.0,190.0,21.0,23.0,4.0,0.0,3.0,2.0,0.0,9.0,3.0,69.04585900068446,6.260869565217391,0.0,4.695652173913043,3.1304347826086953,28.17391304347826,0.0
Clint McDaniel,G,1972-02-26,76.0,180.0,30.0,71.0,10.0,0.0,7.0,5.0,2.0,8.0,12.0,53.65366187542779,5.070422535211268,0.0,3.549295774647887,2.535211267605634,6.084507042253521,3.0422535211267605
Xavier McDaniel,F,1963-06-04,79.0,205.0,14473.0,26901.0,5670.0,438.0,1906.0,830.0,85.0,6038.0,2312.0,62.38466803559206,7.587822014051523,0.5861492137838742,2.550685848109736,1.1107393777183006,15.933087989294078,0.3412512546002007
Jalen McDaniels,F,1998-01-31,81.0,205.0,1854.0,4937.14,928.0,92.0,315.0,182.0,193.0,693.0,275.0,27.72347707049966,6.766670582563995,0.6708337215472925,2.2968763292108387,1.3270841013218178,7.2916708863836135,4.221877443216113
Jim McDaniels,C,1948-04-02,83.0,228.0,967.0,2644.0,804.0,29.0,162.0,7.0,0.0,409.0,149.0,77.55509924709104,10.947049924357033,0.3948562783661119,2.205748865355522,0.09531013615733736,11.13767019667171,0.0
KJ McDaniels,G,1993-02-09,78.0,205.0,972.0,2512.0,429.0,128.0,114.0,87.0,83.0,344.0,201.0,32.69815195071869,6.148089171974522,1.8343949044585988,1.6337579617834395,1.2468152866242037,7.480891719745223,3.568471337579618
Sean McDermott,F,1996-11-03,78.0,195.0,41.0,173.0,24.0,4.0,4.0,2.0,5.0,14.0,8.0,28.966461327857633,4.99421965317919,0.8323699421965317,0.8323699421965317,0.41618497109826585,3.7456647398843934,3.121387283236994
Ben McDonald,F,1962-07-20,80.0,210.0,1069.0,3777.0,582.0,18.0,246.0,82.0,10.0,466.0,127.0,63.2580424366872,5.5472597299444,0.1715647339158062,2.3447180301826847,0.7815726767275616,8.692613185067515,0.2859412231930103
Glenn McDonald,F,1952-03-18,78.0,190.0,635.0,1591.0,229.0,4.0,105.0,23.0,0.0,279.0,77.0,73.59616700889802,5.181646763042112,0.09050911376492772,2.3758642363293525,0.5204274041483343,12.626021370207418,0.0
Michael McDonald,C,1969-02-13,82.0,232.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,56.68720054757016,9.0,0.0,0.0,0.0,0.0,0.0
Hank McDowell,F,1959-11-13,81.0,215.0,610.0,1894.0,474.0,28.0,102.0,34.0,0.0,231.0,148.0,65.94113620807666,9.009503695881731,0.53220696937698,1.9387539598732841,0.6462513199577613,8.78141499472017,0.0
Antonio McDyess,F,1974-09-07,81.0,245.0,13270.0,30700.0,8537.0,1209.0,1444.0,857.0,7.0,5494.0,2275.0,51.123887748117724,10.010814332247556,1.4177198697068405,1.6932899022801302,1.0049511400651465,12.868534201954398,0.024625407166123776
Jim McElroy,G,1953-10-04,75.0,190.0,4133.0,9799.0,816.0,68.0,1451.0,156.0,7.0,1640.0,846.0,72.04928131416838,2.9978569241759363,0.2498214103479947,5.330748035513828,0.5731197060924584,11.998775385243393,0.07715072966629248
Ivan McFarlin,F,1982-04-26,79.0,229.0,31.0,93.0,32.0,2.0,2.0,2.0,0.0,11.0,9.0,43.49075975359343,12.38709677419355,0.7741935483870969,0.7741935483870969,0.7741935483870969,8.516129032258064,0.0
Mitch McGary,F,1992-06-06,82.0,255.0,259.0,607.0,201.0,20.0,23.0,20.0,1.0,114.0,30.0,33.37713894592745,11.920922570016474,1.186161449752883,1.3640856672158155,1.186161449752883,13.403624382207578,0.17792421746293244
Mike McGee,F,1959-07-29,77.0,190.0,5454.0,10109.0,1218.0,50.0,684.0,376.0,327.0,2288.0,551.0,66.2340862422998,4.33752102087249,0.1780591552082303,2.4358492432485903,1.3390048471658917,13.966960134533585,3.4935206251854787
Bill McGill,C,1939-09-16,81.0,225.0,1619.0,803.0,350.0,0.0,72.0,0.0,0.0,661.0,297.0,86.09993155373031,15.691158156911582,0.0,3.227895392278954,0.0,59.26774595267746,0.0
George McGinnis,F,1950-08-12,80.0,235.0,9586.0,16826.0,5504.0,174.0,2092.0,589.0,2.0,3573.0,2438.0,75.19507186858316,11.776060858195649,0.3722809937002258,4.475930108165934,1.2601925591346725,15.280637109235707,0.012837275644835375
